id,popularity,budget,revenue,profit,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
534,3.7896330000000003,200000000.0,371353001.0,171353001.0,Terminator Salvation,Christian Bale|Sam Worthington|Anton Yelchin|Moon Bloodgood|Bryce Dallas Howard,McG,115.0,Drama|Action|Thriller|Science Fiction,Columbia Pictures|The Halcyon Company|Wonderland Sound and Vision|Warner Bros.,2009-05-20,1670,5.8,2009
17654,3.7449559999999997,30000000.0,210819611.0,180819611.0,District 9,Sharlto Copley|Jason Cope|Nathalie Boltt|Sylvaine Strike|Elizabeth Mkandawie,Neill Blomkamp,112.0,Action|Thriller|Science Fiction,WingNut Films|TriStar Pictures|Key Creatives|Block / Hanson|Canadian Film or Video Production Tax Credit (CPTC),2009-08-05,2141,7.1,2009
10528,3.4315589999999996,90000000.0,524028679.0,434028679.0,Sherlock Holmes,Robert Downey Jr.|Jude Law|Rachel McAdams|Mark Strong|Eddie Marsan,Guy Ritchie,128.0,Adventure|Drama|Action|Comedy|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.|Internationale Filmproduktion Blackbird Dritte|Wigram Productions,2009-01-07,4118,6.9,2009
19913,3.244139,7500000.0,60722734.0,53222734.0,(500) Days of Summer,Joseph Gordon-Levitt|Zooey Deschanel|ChloÃ« Grace Moretz|Geoffrey Arend|Matthew Gray Gubler,Marc Webb,95.0,Comedy|Drama|Romance,Fox Searchlight Pictures|Watermark|Dune Entertainment III,2009-07-17,1778,7.3,2009
8355,3.1549139999999998,90000000.0,886686817.0,796686817.0,Ice Age: Dawn of the Dinosaurs,Ray Romano|John Leguizamo|Denis Leary|Queen Latifah|Simon Pegg,Carlos Saldanha,94.0,Animation|Comedy|Family|Adventure,Blue Sky Studios|Twentieth Century Fox Animation,2009-06-29,1392,6.4,2009
18785,3.15306,35000000.0,459270619.0,424270619.0,The Hangover,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Heather Graham,Todd Phillips,100.0,Comedy,Legendary Pictures|Green Hat Films|Warner Bros.|IFP Westcoast Erste,2009-06-05,4134,7.1,2009
13183,3.038063,130000000.0,185258983.0,55258983.0,Watchmen,Malin Ã…kerman|Billy Crudup|Carla Gugino|Jeffrey Dean Morgan|Patrick Wilson,Zack Snyder,162.0,Action|Mystery|Science Fiction,Paramount Pictures|DC Comics|Lawrence Gordon Productions|Legendary Pictures|Warner Bros.,2009-03-05,1751,6.8,2009
14161,2.9797860000000003,200000000.0,769653595.0,569653595.0,2012,John Cusack|Amanda Peet|Chiwetel Ejiofor|Thandie Newton|Oliver Platt,Roland Emmerich,158.0,Action|Adventure|Science Fiction,Columbia Pictures|Centropolis Entertainment|The Mark Gordon Company|Farewell Productions,2009-10-10,3533,5.6,2009
12244,2.8464650000000002,30000000.0,48428063.0,18428063.0,9,Elijah Wood|John C. Reilly|Jennifer Connelly|Christopher Plummer|Crispin Glover,Shane Acker,79.0,Action|Adventure|Animation|Science Fiction|Thriller,Focus Films|Starz Animation|Relativity Media|Tim Burton Productions|Arc Productions,2009-08-19,851,6.5,2009
13448,2.8415619999999997,150000000.0,356613439.0,206613439.0,Angels & Demons,Tom Hanks|Ewan McGregor|Ayelet Zurer|Stellan SkarsgÃ¥rd|Pierfrancesco Favino,Ron Howard,138.0,Thriller|Mystery,Columbia Pictures|Imagine Entertainment|Panorama Films|Skylark Productions,2009-05-13,1275,6.3,2009
10198,2.463982,105000000.0,267045765.0,162045765.0,The Princess and the Frog,Anika Noni Rose|Bruno Campos|Keith David|Michael-Leon Wooley|Jennifer Cody,Ron Clements|John Musker,97.0,Romance|Family|Animation|Music,Walt Disney Pictures|Walt Disney Animation Studios,2009-12-08,706,6.5,2009
22881,2.367474,29000000.0,309208309.0,280208309.0,The Blind Side,Sandra Bullock|Quinton Aaron|Kathy Bates|Tim McGraw|Jae Head,John Lee Hancock,129.0,Drama,Alcon Entertainment|Left Tackle Pictures|Zucker/Netter Productions,2009-11-20,1078,7.1,2009
19908,2.041804,23600000.0,102391382.0,78791382.0,Zombieland,Jesse Eisenberg|Woody Harrelson|Emma Stone|Abigail Breslin|Amber Heard,Ruben Fleischer,88.0,Comedy|Horror,Columbia Pictures,2009-10-07,2165,7.1,2009
18239,1.971027,50000000.0,709827462.0,659827462.0,The Twilight Saga: New Moon,Kristen Stewart|Robert Pattinson|Taylor Lautner|Billy Burke|Ashley Greene,Chris Weitz,130.0,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,2009-03-15,1388,5.6,2009
10184,1.926432,40000000.0,177259441.0,137259441.0,He's Just Not That Into You,Jennifer Aniston|Jennifer Connelly|Drew Barrymore|Ginnifer Goodwin|Ben Affleck,Ken Kwapis,129.0,Comedy|Romance|Drama,New Line Cinema|Flower Films (II)|Internationale Filmproduktion Blackswan,2009-02-06,612,6.0,2009
14869,1.906998,175000000.0,302469017.0,127469017.0,G.I. Joe: The Rise of Cobra,Dennis Quaid|Channing Tatum|Marlon Wayans|Sienna Miller|Joseph Gordon-Levitt,Stephen Sommers,118.0,Adventure|Action|Thriller|Science Fiction,Paramount Pictures|Spyglass Entertainment|Di Bonaventura Pictures|Hasbro|Kontsept Film Company,2009-08-04,1470,5.7,2009
18240,1.895894,40000000.0,317375031.0,277375031.0,The Proposal,Sandra Bullock|Ryan Reynolds|Mary Steenburgen|Craig T. Nelson|Betty White,Anne Fletcher,108.0,Comedy|Romance|Drama,Touchstone Pictures|Mandeville Films|Kurtzman/Orci,2009-06-01,1084,6.7,2009
15159,1.874759,,75871032.0,,The Pink Panther 2,Steve Martin|Jean Reno|Emily Mortimer|Andy GarcÃ­a|Alfred Molina,Harald Zwart,92.0,Comedy|Mystery,Columbia Pictures|Robert Simonds Productions|Metro-Goldwyn-Mayer (MGM),2009-02-06,180,5.5,2009
20943,1.860267,38000000.0,205298907.0,167298907.0,The Ugly Truth,Katherine Heigl|Gerard Butler|Eric Winter|Bree Turner|Nick Searcy,Robert Luketic,96.0,Comedy|Romance,Lakeshore Entertainment|Relativity Media,2009-07-24,584,6.3,2009
22794,1.849649,100000000.0,242988466.0,142988466.0,Cloudy with a Chance of Meatballs,Bill Hader|Anna Faris|James Caan|Mr. T|Benjamin Bratt,Phil Lord|Christopher Miller,90.0,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,2009-09-17,1116,6.4,2009
10315,1.826169,40000000.0,46471023.0,6471023.0,Fantastic Mr. Fox,George Clooney|Meryl Streep|Jason Schwartzman|Bill Murray|Wallace Wolodarsky,Wes Anderson,87.0,Adventure|Animation|Comedy|Family,Twentieth Century Fox Film Corporation|Regency Enterprises|Indian Paintbrush|Twentieth Century Fox Animation|American Empirical Pictures,2009-10-23,711,7.5,2009
14836,1.75384,60000000.0,124596398.0,64596398.0,Coraline,Dakota Fanning|Teri Hatcher|Jennifer Saunders|Dawn French|Keith David,Henry Selick,100.0,Animation|Family,Focus Features|Laika Entertainment,2009-02-05,711,7.1,2009
18360,1.752134,150000000.0,413106170.0,263106170.0,Night at the Museum: Battle of the Smithsonian,Ben Stiller|Amy Adams|Owen Wilson|Hank Azaria|Robin Williams,Shawn Levy,105.0,Adventure|Fantasy|Action|Comedy|Family,Twentieth Century Fox Film Corporation|1492 Pictures|Dune Entertainment|21 Laps Entertainment|Museum Canada Productions,2009-05-20,1108,5.9,2009
16996,1.732516,20000000.0,136267476.0,116267476.0,17 Again,Zac Efron|Leslie Mann|Matthew Perry|Tyler Steelman|Allison Miller,Burr Steers,102.0,Comedy,New Line Cinema|Offspring Entertainment,2009-03-11,765,6.0,2009
17979,1.7148869999999898,200000000.0,325233863.0,125233863.0,A Christmas Carol,Gary Oldman|Jim Carrey|Steve Valentine|Daryl Sabara|Sage Ryan,Robert Zemeckis,96.0,Animation|Drama,Walt Disney|ImageMovers,2009-11-04,619,6.6,2009
24122,1.708605,,,,The Rebound,Catherine Zeta-Jones|Justin Bartha|Art Garfunkel|Joanna Gleason|Lynn Whitfield,Bart Freundlich,95.0,Comedy|Romance,"Film Department, The",2009-09-16,134,5.7,2009
7980,1.6738790000000001,65000000.0,93525586.0,28525586.0,The Lovely Bones,Rachel Weisz|Mark Wahlberg|Susan Sarandon|Saoirse Ronan|Stanley Tucci,Peter Jackson,136.0,Fantasy|Drama,WingNut Films|DreamWorks SKG|Key Creatives|Film4|Goldcrest Pictures,2009-12-26,600,6.6,2009
14560,1.6417389999999898,26000000.0,183293131.0,157293131.0,Paul Blart: Mall Cop,Kevin James|Keir O'Donnell|Jayma Mays|Raini Rodriguez|Shirley Knight,Steve Carr,91.0,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Relativity Media,2009-01-15,510,5.4,2009
28178,1.575231,16000000.0,47801389.0,31801389.0,Hachi: A Dog's Tale,Richard Gere|Joan Allen|Jason Alexander|Cary-Hiroyuki Tagawa|Sarah Roemer,Lasse HallstrÃ¶m,93.0,Drama|Family,Grand Army Entertainment|Scion Films|Inferno Distribution|Stage 6 Films|Hachiko,2009-06-13,976,7.7,2009
22803,1.542135,53000000.0,126690726.0,73690726.0,Law Abiding Citizen,Jamie Foxx|Gerard Butler|Colm Meaney|Bruce McGill|Leslie Bibb,F. Gary Gray,109.0,Drama|Crime|Thriller,"Film Department, The|Evil Twins|Warp Films",2009-10-15,900,7.2,2009
22825,1.5352780000000001,30000000.0,33333531.0,3333531.0,The Box,Cameron Diaz|James Marsden|Frank Langella|Michael Zegen|James Rebhorn,Richard Kelly,115.0,Thriller|Science Fiction,Media Rights Capital|Lin Pictures|Warner Bros.|Darko Entertainment|Radar Pictures,2009-09-17,296,5.3,2009
15092,1.487114,20000000.0,34560577.0,14560577.0,Crank: High Voltage,Jason Statham|Amy Smart|Dwight Yoakam|Efren Ramirez|Julanne Chidi Hill,Mark Neveldine|Brian Taylor,96.0,Action|Thriller|Crime,Lakeshore Entertainment|Lionsgate|Radical Media,2009-04-16,560,5.9,2009
19898,1.453639,33000000.0,20645327.0,-12354673.0,Pandorum,Ben Foster|Dennis Quaid|Cam Gigandet|Antje Traue|Cung Le,Christian Alvart,108.0,Action|Horror|Mystery|Science Fiction|Thriller,Impact Pictures|Constantin Film Produktion,2009-09-08,406,6.2,2009
25475,1.416811,,,,Tinker Bell and the Lost Treasure,Mae Whitman|Jesse McCartney|Jane Horrocks|Lucy Liu|Raven-SymonÃ©,Klay Hall,81.0,Animation|Family|Adventure|Fantasy,DisneyToon Studios|Walt Disney Animation Studios|Prana Animation Studios,2009-09-03,137,6.5,2009
16871,1.398364,30000000.0,90842646.0,60842646.0,Drag Me to Hell,Alison Lohman|Justin Long|Lorna Raver|Dileep Rao|David Paymer,Sam Raimi,99.0,Horror|Thriller,Universal Pictures|Ghost House Pictures|Mandate Pictures|Buckaroo Entertainment|Curse Productions,2009-03-15,498,6.1,2009
37707,1.358965,26000000.0,,,Splice,Adrien Brody|Sarah Polley|Delphine ChanÃ©ac|David Hewlett|Abigail Chu,Vincenzo Natali,104.0,Thriller|Science Fiction,Gaumont|Dark Castle Entertainment|Senator Entertainment Co|Copperheart Entertainment,2009-10-06,374,5.3,2009
13811,1.357091,50000000.0,155446362.0,105446362.0,Knowing,Nicolas Cage|Rose Byrne|Chandler Canterbury|Ben Mendelsohn|Nadia Townsend,Alex Proyas,121.0,Action|Adventure|Drama|Mystery|Science Fiction,Summit Entertainment|Mystery Clock Cinema|Escape Artists|Goldcrest Pictures|Kaplan/Perrone Entertainment,2009-03-19,817,5.7,2009
17431,1.3282180000000001,5000000.0,9760104.0,4760104.0,Moon,Sam Rockwell|Kevin Spacey|Dominique McElligott|Rosie Shaw|Adrienne Shaw,Duncan Jones,97.0,Science Fiction|Drama,Liberty Films UK|Lunar Industries|Xingu Films|Limelight Fund,2009-06-12,1027,7.4,2009
19585,1.324927,150000000.0,292817841.0,142817841.0,G-Force,Sam Rockwell|PenÃ©lope Cruz|Tracy Morgan|Jon Favreau|Steve Buscemi,Hoyt Yeatman,88.0,Fantasy|Action|Adventure|Family|Comedy,Walt Disney Pictures|Jerry Bruckheimer Films|Whamaphram Productions,2009-07-21,340,5.1,2009
19824,1.311696,,,,Van Wilder: Freshman Year,Jonathan Bennett|Kristin Cavallari|Jerry Shea|Nestor Aaron Absera|Steve Talley,Harvey Glazer,100.0,Comedy,Tapestry Films|Paramount Home Entertainment,2009-06-02,91,5.0,2009
18487,1.30199,100000000.0,150166126.0,50166126.0,The Taking of Pelham 1 2 3,Denzel Washington|John Travolta|Luis GuzmÃ¡n|Victor Gojcaj|John Turturro,Tony Scott,106.0,Thriller|Drama|Crime,Columbia Pictures|Escape Artists|Scott Free Productions|Relativity Media|Metro-Goldwyn-Mayer (MGM),2009-06-11,551,6.1,2009
23082,1.297769,18500000.0,31912793.0,13412793.0,The Invention of Lying,Ricky Gervais|Jennifer Garner|Jonah Hill|Louis C.K.|Jeffrey Tambor,Ricky Gervais|Matthew Robinson,100.0,Comedy|Romance|Fantasy,Media Rights Capital|Lin Pictures|Warner Bros.|Wintergreen Productions|Lynda Obst Productions,2009-09-13,305,5.8,2009
20048,1.290519,40000000.0,108332743.0,68332743.0,Confessions of a Shopaholic,Isla Fisher|Hugh Dancy|Krysten Ritter|Joan Cusack|John Goodman,P.J. Hogan,104.0,Comedy|Romance,Jerry Bruckheimer Films|Touchstone Pictures,2009-02-05,445,6.0,2009
12556,1.285167,,102223269.0,,Ghosts of Girlfriends Past,Matthew McConaughey|Jennifer Garner|Michael Douglas|Breckin Meyer|Lacey Chabert,Mark Waters,100.0,Fantasy|Comedy|Romance,New Line Cinema|Jon Shestack Productions|Panther,2009-05-01,452,5.5,2009
18501,1.267182,50000000.0,40828540.0,-9171460.0,Gamer,Gerard Butler|Michael C. Hall|Logan Lerman|Amber Valletta|Terry Crews,Mark Neveldine|Brian Taylor,95.0,Action|Thriller|Science Fiction,Lakeshore Entertainment|Lionsgate,2009-09-03,484,5.6,2009
19543,1.264202,,,,Anaconda 4: Trail of Blood,John Rhys-Davies|Crystal Allen|Linden Ashby|Danny Midwinter|Calin Stanciu,Don E. FauntLeRoy,89.0,Action|Horror|Science Fiction,Hollywood Media Bridge|Stage 6 Films,2009-02-27,25,3.6,2009
31011,1.26001,47000000.0,3547209.0,-43452791.0,Mr. Nobody,Jared Leto|Diane Kruger|Linh Äan Pháº¡m|Sarah Polley|Rhys Ifans,Jaco Van Dormael,141.0,Science Fiction|Drama|Romance|Fantasy,Pan EuropÃ©enne Production|Virtual Films,2009-09-11,827,7.8,2009
19899,1.232312,70000000.0,171844840.0,101844840.0,Couples Retreat,Vince Vaughn|Malin Ã…kerman|Jason Bateman|Kristen Bell|Jon Favreau,Peter Billingsley,113.0,Comedy|Romance,Universal Pictures|Wild West Picture Show Productions|Stuber Productions|Relativity Media,2009-09-19,372,5.3,2009
7445,1.223786,26000000.0,43318349.0,17318349.0,Brothers,Tobey Maguire|Jake Gyllenhaal|Natalie Portman|Sam Shepard|Mare Winningham,Jim Sheridan,104.0,Drama|Thriller|War,Lionsgate|Relativity Media|Sighvatsson Films|Michael De Luca Productions|Palomar Pictures (II),2009-01-27,381,6.7,2009
20766,1.2186569999999999,32000000.0,27635305.0,-4364695.0,The Road,Viggo Mortensen|Kodi Smit-McPhee|Charlize Theron|Robert Duvall|Guy Pearce,John Hillcoat,111.0,Adventure|Drama,2929 Productions|Dimension Films|Nick Wechsler Productions|Chockstone Pictures,2009-11-25,600,6.7,2009
15512,1.19445499999999,175000000.0,381509870.0,206509870.0,Monsters vs Aliens,Seth Rogen|Reese Witherspoon|Hugh Laurie|Paul Rudd|Kiefer Sutherland,Rob Letterman|Conrad Vernon,94.0,Animation|Family|Adventure|Science Fiction,DreamWorks Animation,2009-03-19,932,6.0,2009
24469,1.159118,3000000.0,2357852.0,-642148.0,Fish Tank,Katie Jarvis|Michael Fassbender|Kierston Wareing|Rebecca Griffiths|Harry Treadaway,Andrea Arnold,123.0,Drama,BBC Films|Kasander Film Company|ContentFilm|UK Film Council,2009-05-14,124,6.6,2009
24803,1.14937,40000000.0,129540499.0,89540499.0,Julie & Julia,Meryl Streep|Amy Adams|Stanley Tucci|Chris Messina|Linda Emond,Nora Ephron,123.0,Romance|Drama,Columbia Pictures|Scott Rudin Productions|Easy There Tiger Productions,2009-08-06,341,6.5,2009
28211,1.145724,15000000.0,8459458.0,-6540542.0,Chloe,Julianne Moore|Liam Neeson|Amanda Seyfried|Max Thieriot|R. H. Thomson,Atom Egoyan,96.0,Drama|Thriller|Mystery,"StudioCanal|Montecito Picture Company, The|Outpost Studios",2009-03-25,297,5.9,2009
11322,1.138277,80000000.0,214104620.0,134104620.0,Public Enemies,Christian Bale|Johnny Depp|Giovanni Ribisi|Billy Crudup|Marion Cotillard,Michael Mann,140.0,History|Crime|Drama,Universal Pictures|Appian Way|Forward Pass|Dentsu|Relativity Media,2009-07-01,853,6.5,2009
25472,1.124263,,,,Merry Madagascar,Cedric the Entertainer|Andy Richter|Carl Reiner|David Schwimmer|Danny Jacobs,David Soren,30.0,Family|Animation,DreamWorks Animation,2009-11-16,45,6.3,2009
19994,1.104112,16000000.0,31556061.0,15556061.0,Jennifer's Body,Megan Fox|Amanda Seyfried|Johnny Simmons|Adam Brody|J.K. Simmons,Karyn Kusama,100.0,Comedy|Horror,Dune Entertainment|Fox Atomic,2009-09-18,441,5.2,2009
21208,1.0990030000000002,20000000.0,41596251.0,21596251.0,Orphan,Vera Farmiga|Peter Sarsgaard|Isabelle Fuhrman|CCH Pounder|Jimmy Bennett,Jaume Collet-Serra,123.0,Horror|Thriller|Mystery,Dark Castle Entertainment|Studio Babelsberg StudioBabelsberg Motion Pictures|Don Carmody Productions|Studio Canal,2009-07-24,707,6.5,2009
23706,1.085541,15000000.0,40105542.0,25105542.0,All About Steve,Sandra Bullock|Thomas Haden Church|Bradley Cooper|Ken Jeong|DJ Qualls,Phil Traill,99.0,Comedy,Dune Entertainment|Fox 2000 Pictures|Fortis Films|Dune Entertainment III|Radar Pictures,2009-09-04,192,4.6,2009
19912,1.083957,40000000.0,186167139.0,146167139.0,The Final Destination,Bobby Campo|Shantel VanSanten|Nick Zano|Haley Webb|Krista Allen,David R. Ellis,82.0,Horror|Mystery,New Line Cinema|Practical Pictures|Parallel Zide,2009-08-26,472,5.5,2009
23398,1.080415,75000000.0,443140005.0,368140005.0,Alvin and the Chipmunks: The Squeakquel,Zachary Levi|David Cross|Jason Lee|Justin Long|Matthew Gray Gubler,Betty Thomas,88.0,Comedy|Family|Animation|Fantasy|Music,Regency Enterprises|Fox 2000 Pictures|Bagdasarian Productions,2009-12-21,414,5.3,2009
36419,1.075405,4500000.0,3606395.0,-893605.0,After.Life,Liam Neeson|Justin Long|Christina Ricci|Josh Charles|Chandler Canterbury,Agnieszka Wojtowicz-Vosloo,104.0,Drama|Horror|Mystery|Thriller,Plum Pictures|Harbor Light Entertainment|Lleju Productions,2009-11-07,130,5.2,2009
10521,1.074072,30000000.0,114663461.0,84663461.0,Bride Wars,Anne Hathaway|Kate Hudson|Bryan Greenberg|Chris Pratt|Steve Howey,Gary Winick,89.0,Comedy,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Dune Entertainment III|New Regency Pictures,2009-01-09,501,5.8,2009
25793,1.065548,10000000.0,63647833.0,53647833.0,Precious,Gabourey Sidibe|Mo'Nique|Paula Patton|Mariah Carey|Lenny Kravitz,Lee Daniels,110.0,Drama,Smokewood Entertainment Group,2009-11-06,205,6.8,2009
16995,1.04373799999999,60000000.0,87784194.0,27784194.0,State of Play,Russell Crowe|Ben Affleck|Rachel McAdams|Robin Wright|Jason Bateman,Kevin Macdonald,127.0,Action,Universal Pictures|StudioCanal|Andell Entertainment|Relativity Media|Working Title Films,2009-04-17,257,6.6,2009
13788,1.039442,16000000.0,76514050.0,60514050.0,The Unborn,Odette Annable|Gary Oldman|Meagan Good|Cam Gigandet|Idris Elba,David S. Goyer,87.0,Horror|Thriller|Mystery,Rogue Pictures|Phantom Four|Platinum Dunes|Relativity Media,2009-01-09,186,4.9,2009
12572,1.037708,14700000.0,8049666.0,-6650334.0,"New York, I Love You",Natalie Portman|Shia LaBeouf|Orlando Bloom|Christina Ricci|Hayden Christensen,Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang,103.0,Drama|Comedy|Romance,Vivendi Entertainment,2009-10-16,116,5.6,2009
16538,1.022125,41000000.0,91636986.0,50636986.0,"I Love You, Man",Paul Rudd|Rashida Jones|Jason Segel|Sarah Burns|Jaime Pressly,John Hamburg,105.0,Comedy,DreamWorks SKG|The Montecito Picture Company|De Line Pictures|Bernard Gayle Productions,2009-03-20,304,6.4,2009
11323,1.01800499999999,22000000.0,35424826.0,13424826.0,The Informant!,Matt Damon|Scott Bakula|Joel McHale|Melanie Lynskey|Ann Dowd,Steven Soderbergh,108.0,Comedy|Crime|Drama|Thriller,Section Eight|Groundswell Productions|Warner Bros.|Participant Media|Jaffe / Braunstein Enterprise,2009-09-18,170,6.0,2009
13836,1.0147059999999999,50000000.0,106303988.0,56303988.0,Race to Witch Mountain,Dwayne Johnson|AnnaSophia Robb|Alexander Ludwig|Carla Gugino|Chris Marquette,Andy Fickman,98.0,Adventure|Family|Fantasy|Science Fiction|Thriller,Walt Disney Pictures|Gunn Films,2009-03-12,308,5.4,2009
28355,0.9992989999999999,27000000.0,29000000.0,2000000.0,Case 39,RenÃ©e Zellweger|Jodelle Ferland|Ian McShane|Kerry O'Malley|Callum Keith Rennie,Christian Alvart,109.0,Horror|Mystery|Thriller,Paramount Vantage|Anonymous Content|Misher Films|Case 39 Productions,2009-08-13,298,6.0,2009
18947,0.967776,50000000.0,36348784.0,-13651216.0,The Boat That Rocked,Tom Sturridge|Philip Seymour Hoffman|Rhys Ifans|Bill Nighy|Emma Thompson,Richard Curtis,116.0,Drama|Comedy,Universal Pictures|Studio Canal|Working Title Films|Medienproduktion Prometheus Filmgesellschaft|Portobello Studios,2009-04-01,392,7.1,2009
23823,0.9675520000000001,,,,Wrong Turn 3: Left for Dead,Tom Frederic|Janet Montgomery|Louise Cliffe|Gil Kolirin|Jake Curran,Declan O'Brien,91.0,Horror|Thriller,Constantin Film|Summit Entertainment|20th Century Fox Home Entertainment,2009-01-01,109,4.7,2009
19901,0.966959,20000000.0,51416464.0,31416464.0,Daybreakers,Ethan Hawke|Sam Neill|Willem Dafoe|Claudia Karvan|Isabel Lucas,Michael Spierig|Peter Spierig,98.0,Fantasy|Horror|Action|Thriller|Science Fiction,Lionsgate|Furst Films|Pictures in Paradise|Pacific Film and Television Commission|Australian Film Finance Corporation (AFFC),2009-01-06,368,5.9,2009
24420,0.965516,39000000.0,101229792.0,62229792.0,The Time Traveler's Wife,Eric Bana|Rachel McAdams|Michelle Nolden|Arliss Howard|Ron Livingston,Robert Schwentke,107.0,Drama|Romance|Fantasy,New Line Cinema|Plan B Entertainment|Nick Wechsler Productions|Internationale Scarena Filmproduktionsgesellschaft 2,2009-08-14,478,6.5,2009
13532,0.9555600000000001,,948753.0,,Fanboys,Sam Huntington|Chris Marquette|Dan Fogler|Jay Baruchel|Kristen Bell,Kyle Newman,90.0,Adventure|Comedy,The Weinstein Company|Third Rail Releasing,2009-02-06,193,6.1,2009
17609,0.9537049999999999,11000000.0,791867.0,-10208133.0,Antichrist,Willem Dafoe|Charlotte Gainsbourg|Storm Acheche SahlstrÃ¸m,Lars von Trier,108.0,Drama|Horror|Thriller,Zentropa Entertainments|Det Danske Filminstitut|Danmarks Radio (DR)|Filmstiftung Nordrhein-Westfalen|TrollhÃ¤ttan Film AB,2009-05-18,333,6.2,2009
49391,0.9480639999999999,,,,From Time to Time,Maggie Smith|Dominic West|Timothy Spall|Alexander Nathan Etel|Pauline Collins,Julian Fellowes,95.0,Adventure|Fantasy|Drama,Ealing Studios|Lionhead Studios,2009-01-01,15,5.0,2009
25643,0.908112,18000000.0,36133014.0,18133014.0,Love Happens,Aaron Eckhart|Jennifer Aniston|Judy Greer|Martin Sheen|Deirdre Blades,Brandon Camp,109.0,Drama|Romance,Universal Pictures|Stuber Productions|Camp / Thompson Pictures|Relativity Media|Scion Films,2009-09-18,117,5.5,2009
13455,0.9074479999999999,38000000.0,45465299.0,7465299.0,Push,Dakota Fanning|Camilla Belle|Chris Evans|Djimon Hounsou|Maggie Siff,Paul McGuigan,111.0,Action,Icon Productions|Infinity Features Entertainment|Summit Entertainment,2009-02-06,367,5.8,2009
26390,0.905416,17000000.0,29536299.0,12536299.0,Brooklyn's Finest,Richard Gere|Don Cheadle|Ethan Hawke|Wesley Snipes|Vincent D'Onofrio,Antoine Fuqua,133.0,Crime|Drama|Thriller,Nu Image Films|Langley Productions|Thunder Road Productions|Fuqua Films|Millennium Films,2009-01-16,161,6.1,2009
22804,0.9017299999999999,11000000.0,68233629.0,57233629.0,Saw VI,Tobin Bell|Costas Mandylor|Betsy Russell|Mark Rolston|Peter Outerbridge,Kevin Greutert,90.0,Horror|Mystery,Lionsgate|Twisted Pictures,2009-10-22,379,5.9,2009
18320,0.8942680000000001,35000000.0,27409889.0,-7590111.0,The Young Victoria,Emily Blunt|Jim Broadbent|Mark Strong|Paul Bettany|Miranda Richardson,Jean-Marc VallÃ©e,105.0,Drama|History|Romance,GK Films,2009-03-04,201,6.9,2009
12573,0.884343,7000000.0,31430334.0,24430334.0,A Serious Man,Michael Stuhlbarg|Richard Kind|Fred Melamed|Sari Lennick|Aaron Wolff,Ethan Coen|Joel Coen,105.0,Comedy|Drama,Mike Zoss Productions|Studio Canal|Relativity Media|Focus Features|Working Title Films,2009-10-02,240,6.4,2009
12403,0.883984,14000000.0,22852638.0,8852638.0,A Perfect Getaway,Milla Jovovich|Timothy Olyphant|Steve Zahn|Chris Hemsworth|Anthony Ruivivar,David Twohy,98.0,Thriller|Mystery|Adventure,Davis Entertainment|Relativity Media|Rogue|QED International|Tooley Productions,2009-06-08,185,6.1,2009
19918,0.882568,,12032983.0,,Spread,Ashton Kutcher|Anne Heche|Margarita Levieva|Sebastian Stan|Ashley Johnson,David Mackenzie,97.0,Comedy,Katalyst Films|Oceana Media Finance|Barbarian Films,2009-01-16,170,5.3,2009
22787,0.850476,40000000.0,12206028.0,-27793972.0,Whiteout,Kate Beckinsale|Gabriel Macht|Tom Skerritt|Columbus Short|Shawn Doyle,Dominic Sena,101.0,Action|Crime|Mystery|Thriller,StudioCanal|Dark Castle Entertainment|Don Carmody Productions|Warner Bros.|Canadian Film or Video Production Tax Credit (CPTC),2009-09-09,114,5.2,2009
14254,0.84809,,41624046.0,,The Uninvited,Emily Browning|Arielle Kebbel|David Strathairn|Elizabeth Banks|Maya Massar,Charles Guard|Thomas Guard,87.0,Drama|Horror|Thriller,DreamWorks SKG|MacDonald/Parkes Productions|Vertigo Entertainment|Cold Spring Pictures|The Montecito Picture Company,2009-01-30,223,6.0,2009
17740,0.84445,,,,Powder Blue,Jessica Biel|Eddie Redmayne|Forest Whitaker|Ray Liotta|Patrick Swayze,Timothy Linh Bui,108.0,Drama,Blue Snow Productions|Eleven Eleven Films|Spirit Dance Entertainment,2009-05-08,35,6.4,2009
8952,0.8342,13000000.0,10652035.0,-2347965.0,I Love You Phillip Morris,Jim Carrey|Ewan McGregor|Leslie Mann|Rodrigo Santoro|Brennan Brown,Glenn Ficarra|John Requa,98.0,Comedy|Drama|Romance,EuropaCorp,2009-01-18,311,6.3,2009
